# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 25 Mar 2026 03:01:02 +0100
#
# IP	number of (black)lists
#
23.91.96.70	5
23.91.97.250	5
23.249.28.115	5
24.84.30.89	5
24.199.125.179	5
27.50.25.190	5
27.72.31.207	5
27.79.1.111	5
27.79.4.241	5
27.79.5.10	5
27.79.5.147	5
27.79.41.173	5
27.79.44.187	5
27.110.166.67	5
27.112.78.44	5
27.112.78.170	5
27.112.78.223	5
27.128.170.160	5
27.128.171.39	5
27.128.175.119	5
27.128.240.75	5
27.150.188.148	5
27.155.77.43	5
31.14.32.8	5
31.56.197.248	5
31.141.235.79	5
34.0.13.61	5
34.39.58.191	5
34.58.124.191	5
34.69.0.72	5
34.71.30.159	5
34.81.72.185	5
34.91.0.68	5
34.93.128.179	5
34.128.77.56	5
34.176.182.178	5
34.205.139.22	5
34.235.115.207	5
35.154.117.98	5
35.203.210.12	5
35.203.210.50	5
35.203.210.56	5
35.203.210.59	5
35.203.210.72	5
35.203.210.87	5
35.203.210.105	5
35.203.210.132	5
35.203.210.137	5
35.203.210.138	5
35.203.210.141	5
35.203.210.147	5
35.203.210.168	5
35.203.210.171	5
35.203.210.173	5
35.203.210.209	5
35.203.210.223	5
35.203.210.227	5
35.203.211.19	5
35.203.211.44	5
35.203.211.47	5
35.203.211.64	5
35.203.211.67	5
35.203.211.78	5
35.203.211.103	5
35.203.211.108	5
35.203.211.120	5
35.203.211.124	5
35.203.211.125	5
35.203.211.130	5
35.203.211.132	5
35.203.211.136	5
35.203.211.150	5
35.203.211.180	5
35.203.211.184	5
35.203.211.194	5
35.203.211.213	5
35.203.211.227	5
35.203.211.230	5
35.203.211.232	5
35.203.211.240	5
35.203.211.252	5
35.216.254.237	5
35.243.68.66	5
36.26.74.162	5
36.26.82.246	5
36.41.173.197	5
36.50.55.106	5
36.50.177.119	5
36.64.162.195	5
36.66.66.195	5
36.71.189.255	5
36.95.194.52	5
36.99.46.101	5
36.103.222.120	5
36.103.243.179	5
36.104.144.114	5
36.104.145.245	5
36.110.172.218	5
36.111.82.21	5
36.112.133.74	5
36.134.34.142	5
36.134.69.15	5
36.134.96.76	5
36.134.147.79	5
36.135.62.97	5
36.138.189.102	5
36.150.51.3	5
36.189.207.209	5
36.255.220.44	5
36.255.223.75	5
37.49.227.76	5
37.143.61.84	5
37.151.92.214	5
37.187.88.38	5
37.210.246.54	5
38.14.254.237	5
38.76.209.84	5
38.165.42.102	5
39.129.48.98	5
39.170.9.163	5
39.174.42.18	5
40.76.124.118	5
40.76.124.166	5
40.80.203.87	5
40.119.40.156	5
40.121.200.75	5
40.124.120.41	5
40.124.120.52	5
40.124.169.38	5
40.124.172.100	5
40.124.173.2	5
40.124.173.139	5
40.124.173.160	5
40.124.173.234	5
40.124.174.133	5
40.124.174.226	5
40.124.184.27	5
40.124.186.155	5
41.59.229.33	5
41.90.100.147	5
41.110.4.106	5
41.111.172.2	5
41.216.177.55	5
41.216.178.119	5
41.220.144.172	5
41.242.115.84	5
42.51.40.180	5
42.51.41.137	5
42.81.4.42	5
42.81.126.27	5
42.96.43.186	5
42.116.108.125	5
42.192.64.74	5
42.200.66.164	5
43.128.93.40	5
43.130.90.166	5
43.133.148.170	5
43.140.127.160	5
43.154.195.142	5
43.157.151.226	5
43.157.209.93	5
43.158.91.178	5
43.159.177.40	5
43.160.200.19	5
43.160.200.211	5
43.160.246.110	5
43.160.255.12	5
43.162.83.223	5
43.166.245.172	5
43.167.197.189	5
43.226.40.202	5
43.252.156.204	5
45.10.175.17	5
45.15.225.120	5
45.33.12.122	5
45.33.109.8	5
45.33.109.18	5
45.33.112.95	5
45.56.79.53	5
45.61.187.30	5
45.61.187.220	5
45.64.74.51	5
45.78.194.186	5
45.78.194.242	5
45.78.198.162	5
45.78.198.167	5
45.78.198.177	5
45.78.198.178	5
45.78.198.190	5
45.78.198.194	5
45.78.198.204	5
45.78.198.206	5
45.78.198.228	5
45.78.201.248	5
45.78.202.217	5
45.78.204.254	5
45.78.206.111	5
45.78.207.244	5
45.78.230.231	5
45.78.237.21	5
45.79.115.59	5
45.79.128.205	5
45.79.181.94	5
45.79.181.104	5
45.79.207.71	5
45.79.207.129	5
45.79.207.252	5
45.84.88.54	5
45.84.107.74	5
45.84.107.97	5
45.84.107.174	5
45.88.223.138	5
45.91.64.6	5
45.91.64.7	5
45.92.29.70	5
45.93.30.244	5
45.116.78.92	5
45.118.106.50	5
45.119.81.119	5
45.119.84.54	5
45.119.212.99	5
45.120.120.69	5
45.135.194.21	5
45.136.193.165	5
45.144.212.136	5
45.144.233.56	5
45.153.34.213	5
45.156.128.57	5
45.156.128.66	5
45.156.128.67	5
45.156.128.69	5
45.156.128.72	5
45.156.128.74	5
45.156.128.81	5
45.156.128.82	5
45.156.128.83	5
45.156.128.94	5
45.156.128.96	5
45.156.128.97	5
45.156.128.101	5
45.156.128.103	5
45.156.128.104	5
45.156.128.106	5
45.156.128.107	5
45.156.128.121	5
45.156.128.155	5
45.156.128.168	5
45.156.128.169	5
45.156.128.170	5
45.156.128.174	5
45.156.128.179	5
45.156.129.54	5
45.156.129.60	5
45.156.129.65	5
45.156.129.68	5
45.156.129.85	5
45.156.129.88	5
45.156.129.105	5
45.156.129.106	5
45.156.129.107	5
45.156.129.158	5
45.156.129.168	5
45.156.131.17	5
45.164.115.86	5
45.165.14.197	5
45.169.128.70	5
45.169.200.254	5
45.170.50.2	5
45.186.251.70	5
45.194.70.253	5
45.197.150.38	5
45.207.221.76	5
45.222.48.8	5
45.227.254.155	5
45.249.244.231	5
45.249.246.120	5
45.249.247.165	5
45.251.115.132	5
46.19.137.194	5
46.29.238.108	5
46.101.82.104	5
46.101.114.131	5
46.101.188.231	5
46.188.119.26	5
46.191.141.152	5
47.76.191.241	5
47.84.64.113	5
47.89.151.92	5
47.90.139.56	5
47.91.16.59	5
47.103.36.53	5
47.236.1.213	5
47.236.41.70	5
47.236.123.210	5
47.237.10.247	5
47.237.73.171	5
47.237.87.17	5
47.237.102.37	5
47.237.104.170	5
47.239.101.17	5
47.239.144.59	5
47.239.193.103	5
47.250.81.7	5
47.251.190.130	5
47.252.52.152	5
47.253.5.130	5
47.254.30.91	5
47.254.192.213	5
47.254.234.203	5
48.214.144.100	5
48.217.233.215	5
49.7.210.65	5
49.49.239.64	5
49.64.85.138	5
49.64.86.110	5
49.72.212.22	5
49.75.185.71	5
49.204.74.149	5
49.228.84.254	5
49.234.189.103	5
49.235.161.254	5
49.247.36.49	5
49.247.175.3	5
49.249.44.254	5
50.6.193.137	5
50.6.228.134	5
50.35.168.148	5
50.223.176.171	5
51.68.65.117	5
51.163.39.213	5
51.178.114.78	5
51.183.250.100	5
52.165.81.64	5
52.180.137.14	5
52.180.137.70	5
52.180.144.185	5
52.224.242.102	5
52.231.220.210	5
52.248.43.226	5
52.249.221.45	5
54.38.52.18	5
54.86.179.2	5
54.224.113.78	5
57.129.54.69	5
58.20.201.4	5
58.27.253.6	5
58.30.60.250	5
58.33.97.119	5
58.42.8.7	5
58.48.132.106	5
58.48.170.235	5
58.49.113.138	5
58.69.56.44	5
58.208.84.103	5
58.210.98.130	5
58.229.141.26	5
58.234.252.118	5
58.240.17.66	5
58.247.139.54	5
59.23.3.146	5
59.24.226.8	5
59.26.132.170	5
59.27.249.238	5
59.36.72.234	5
59.36.78.66	5
59.63.163.2	5
59.98.148.5	5
59.126.224.134	5
60.164.241.234	5
60.166.8.174	5
60.167.166.161	5
60.167.178.5	5
60.188.58.108	5
60.188.243.179	5
60.190.239.92	5
60.199.224.55	5
60.243.29.61	5
60.244.155.109	5
61.23.36.232	5
61.72.55.130	5
61.72.59.106	5
61.76.136.25	5
61.78.121.78	5
61.85.201.22	5
61.145.136.26	5
61.155.106.101	5
61.164.252.244	5
61.171.95.18	5
61.171.119.103	5
61.220.127.240	5
61.220.235.10	5
61.245.10.43	5
62.14.96.56	5
62.60.130.25	5
62.60.130.93	5
62.84.179.31	5
62.171.133.187	5
62.171.143.22	5
62.171.160.177	5
62.173.38.229	5
64.23.191.160	5
64.62.156.10	5
64.62.156.24	5
64.62.156.38	5
64.62.156.52	5
64.62.156.66	5
64.62.156.80	5
64.62.156.94	5
64.62.156.108	5
64.62.156.122	5
64.62.156.142	5
64.62.156.152	5
64.62.156.162	5
64.62.156.172	5
64.62.156.182	5
64.62.156.192	5
64.62.156.202	5
64.62.156.212	5
64.62.156.222	5
64.62.197.17	5
64.62.197.32	5
64.62.197.47	5
64.62.197.77	5
64.62.197.92	5
64.62.197.107	5
64.62.197.122	5
64.62.197.152	5
64.62.197.167	5
64.62.197.182	5
64.62.197.212	5
64.89.160.135	5
64.89.161.182	5
64.188.83.153	5
64.188.83.244	5
64.226.101.80	5
64.227.76.184	5
64.227.131.199	5
64.227.135.37	5
65.49.1.24	5
65.49.1.38	5
65.49.1.52	5
65.49.1.66	5
65.49.1.80	5
65.49.1.108	5
65.49.1.122	5
65.49.1.132	5
65.49.1.142	5
65.49.1.162	5
65.49.1.172	5
65.49.1.182	5
65.49.1.192	5
65.49.1.202	5
65.49.1.212	5
65.49.1.232	5
65.49.20.67	5
65.49.20.68	5
65.49.20.69	5
66.116.199.47	5
66.116.199.234	5
66.116.205.1	5
66.132.172.32	5
66.132.172.34	5
66.132.172.36	5
66.132.172.37	5
66.132.172.38	5
66.132.172.40	5
66.132.172.47	5
66.132.172.96	5
66.132.172.98	5
66.132.172.99	5
66.132.172.100	5
66.132.172.102	5
66.132.172.103	5
66.132.172.104	5
66.132.172.110	5
66.132.172.111	5
66.132.172.139	5
66.132.172.140	5
66.132.172.142	5
66.132.172.178	5
66.132.172.179	5
66.132.172.183	5
66.132.172.185	5
66.132.172.186	5
66.132.172.187	5
66.132.172.188	5
66.132.172.189	5
66.132.172.190	5
66.132.172.195	5
66.132.172.197	5
66.132.172.199	5
66.132.172.200	5
66.132.172.201	5
66.132.172.202	5
66.132.172.203	5
66.132.172.210	5
66.132.172.213	5
66.132.172.217	5
66.132.172.219	5
66.132.172.222	5
66.132.172.223	5
66.132.186.165	5
66.132.186.178	5
66.132.186.183	5
66.132.186.188	5
66.132.186.191	5
66.132.186.193	5
66.132.186.200	5
66.132.186.202	5
66.132.186.205	5
66.132.195.35	5
66.132.195.39	5
66.132.195.40	5
66.132.195.43	5
66.132.195.46	5
66.132.195.52	5
66.132.195.54	5
66.132.195.57	5
66.132.195.62	5
66.132.195.66	5
66.132.195.67	5
66.132.195.70	5
66.132.195.71	5
66.132.195.75	5
66.132.195.82	5
66.132.195.92	5
66.132.195.95	5
66.132.195.98	5
66.132.195.99	5
66.132.195.104	5
66.132.195.105	5
66.132.195.110	5
66.132.195.114	5
66.132.195.119	5
66.132.195.120	5
66.132.224.79	5
66.132.224.81	5
66.132.224.90	5
66.132.224.94	5
66.132.224.237	5
66.132.224.238	5
66.154.119.88	5
66.228.53.78	5
66.240.236.116	5
67.71.54.129	5
68.178.161.186	5
68.183.49.79	5
68.183.203.22	5
68.183.236.1	5
69.5.0.120	5
69.6.220.104	5
69.149.23.135	5
71.6.134.230	5
71.6.146.185	5
71.6.199.65	5
71.6.232.24	5
71.6.232.28	5
72.14.178.148	5
72.17.34.38	5
72.253.251.3	5
72.253.251.7	5
73.0.136.248	5
74.82.47.3	5
74.82.47.4	5
74.94.234.151	5
74.235.100.212	5
74.235.120.62	5
74.235.162.254	5
74.235.185.122	5
74.249.129.23	5
74.249.178.165	5
75.127.15.103	5
75.140.142.146	5
76.79.213.69	5
76.79.213.70	5
76.164.199.207	5
77.22.70.198	5
77.42.44.155	5
77.83.39.156	5
77.110.97.183	5
77.221.156.32	5
77.233.221.174	5
78.134.49.171	5
78.138.168.46	5
79.52.12.40	5
79.92.232.95	5
79.133.181.69	5
80.87.83.229	5
80.94.95.216	5
80.94.95.242	5
80.102.218.187	5
81.23.173.32	5
81.70.99.108	5
81.177.101.45	5
81.192.46.29	5
81.193.216.17	5
81.211.88.66	5
82.22.21.41	5
82.153.157.222	5
82.156.38.68	5
82.158.224.77	5
82.165.68.67	5
82.196.25.136	5
83.97.24.41	5
83.150.21.135	5
83.168.110.33	5
83.171.89.209	5
84.8.223.108	5
84.201.243.44	5
84.233.216.174	5
84.239.42.57	5
84.247.145.61	5
85.12.240.14	5
85.19.195.12	5
85.105.253.144	5
85.121.120.129	5
85.184.248.187	5
85.206.171.113	5
85.215.189.68	5
85.217.140.5	5
85.217.140.9	5
85.217.140.14	5
85.217.140.45	5
85.217.140.47	5
85.217.149.1	5
85.217.149.2	5
85.217.149.4	5
85.217.149.5	5
85.217.149.6	5
85.217.149.11	5
85.217.149.12	5
85.217.149.16	5
85.217.149.18	5
85.217.149.25	5
85.217.149.27	5
85.217.149.30	5
85.217.149.32	5
85.217.149.35	5
85.217.149.38	5
85.217.149.41	5
85.217.149.45	5
85.217.149.46	5
85.217.149.47	5
85.217.149.48	5
85.217.149.51	5
85.217.149.55	5
85.217.149.57	5
85.217.149.59	5
85.217.149.62	5
85.217.149.68	5
85.217.149.73	5
85.225.135.134	5
85.239.56.71	5
86.96.20.41	5
86.160.124.8	5
87.98.128.245	5
87.103.126.54	5
87.106.35.227	5
87.106.69.120	5
87.106.163.197	5
87.200.32.245	5
87.236.176.38	5
87.236.176.113	5
87.236.176.132	5
87.236.176.194	5
87.236.176.206	5
87.236.176.213	5
87.248.237.138	5
87.251.16.14	5
89.22.232.45	5
89.42.231.182	5
89.42.231.241	5
89.44.137.176	5
89.58.1.61	5
89.134.210.182	5
89.203.142.96	5
89.218.69.66	5
89.223.95.34	5
90.161.217.228	5
91.92.199.36	5
91.92.243.116	5
91.107.127.19	5
91.121.35.230	5
91.196.152.17	5
91.196.152.22	5
91.196.152.28	5
91.196.152.30	5
91.196.152.35	5
91.196.152.68	5
91.196.152.89	5
91.196.152.92	5
91.196.152.107	5
91.196.152.110	5
91.196.152.112	5
91.196.152.117	5
91.196.152.120	5
91.196.152.121	5
91.196.152.127	5
91.196.152.189	5
91.196.152.191	5
91.196.152.230	5
91.207.74.89	5
91.217.139.150	5
91.230.168.4	5
91.230.168.33	5
91.230.168.36	5
91.230.168.37	5
91.230.168.38	5
91.230.168.39	5
91.230.168.70	5
91.230.168.75	5
91.230.168.77	5
91.230.168.80	5
91.230.168.81	5
91.230.168.82	5
91.230.168.83	5
91.230.168.85	5
91.230.168.91	5
91.230.168.95	5
91.230.168.99	5
91.230.168.121	5
91.230.168.129	5
91.230.168.132	5
91.230.168.144	5
91.230.168.146	5
91.230.168.148	5
91.230.168.163	5
91.230.168.166	5
91.230.168.172	5
91.230.168.175	5
91.230.168.177	5
91.230.168.178	5
91.230.168.183	5
91.230.168.190	5
91.230.168.198	5
91.230.168.199	5
91.230.168.226	5
91.230.168.231	5
91.230.168.242	5
91.230.168.250	5
91.231.89.2	5
91.231.89.6	5
91.231.89.25	5
91.231.89.27	5
91.231.89.45	5
91.231.89.47	5
91.231.89.49	5
91.231.89.50	5
91.231.89.51	5
91.231.89.55	5
91.231.89.58	5
91.231.89.67	5
91.231.89.78	5
91.231.89.81	5
91.231.89.82	5
91.231.89.83	5
91.231.89.85	5
91.231.89.86	5
91.231.89.87	5
91.231.89.107	5
91.231.89.109	5
91.231.89.112	5
91.231.89.115	5
91.231.89.118	5
91.231.89.128	5
91.231.89.133	5
91.231.89.137	5
91.231.89.142	5
91.231.89.147	5
91.231.89.154	5
91.231.89.156	5
91.231.89.158	5
91.231.89.168	5
91.231.89.171	5
91.231.89.182	5
91.231.89.186	5
91.231.89.188	5
91.231.89.189	5
91.231.89.190	5
91.231.89.192	5
91.231.89.196	5
91.231.89.197	5
91.231.89.201	5
91.231.89.205	5
91.231.89.211	5
91.231.89.220	5
91.231.89.227	5
91.231.89.231	5
91.231.89.236	5
91.231.89.238	5
91.231.89.239	5
91.231.89.242	5
91.231.89.245	5
91.231.89.250	5
91.231.89.251	5
91.231.89.252	5
92.5.79.20	5
92.118.39.87	5
92.118.39.92	5
92.191.96.115	5
92.205.56.196	5
92.205.57.72	5
93.71.118.99	5
93.93.202.165	5
93.145.152.138	5
94.26.106.200	5
94.102.49.155	5
94.180.238.116	5
94.231.206.9	5
94.231.206.15	5
94.231.206.131	5
94.231.206.133	5
94.231.206.251	5
94.231.206.252	5
95.24.33.32	5
95.39.82.218	5
95.85.34.71	5
95.165.77.31	5
98.71.8.129	5
98.81.60.48	5
99.92.204.97	5
100.26.194.24	5
101.13.6.86	5
101.36.97.70	5
101.36.106.113	5
101.36.106.162	5
101.36.107.233	5
101.36.108.213	5
101.36.109.176	5
101.36.111.119	5
101.36.112.235	5
101.36.114.252	5
101.36.122.139	5
101.36.122.186	5
101.36.123.173	5
101.47.135.95	5
101.47.159.125	5
101.52.130.122	5
101.89.145.8	5
101.91.114.235	5
101.91.119.91	5
101.126.11.137	5
101.126.22.12	5
101.126.24.58	5
101.126.24.74	5
101.126.35.9	5
101.126.54.23	5
101.126.54.66	5
101.126.55.67	5
101.126.55.95	5
101.126.64.76	5
101.126.66.30	5
101.126.67.70	5
101.126.67.255	5
101.126.68.11	5
101.126.69.201	5
101.126.81.18	5
101.126.82.218	5
101.126.85.58	5
101.126.89.144	5
101.126.91.34	5
101.126.91.58	5
101.126.130.65	5
101.201.38.226	5
101.227.203.162	5
102.23.122.235	5
102.68.84.17	5
102.88.137.145	5
102.88.137.213	5
102.90.34.90	5
102.210.148.92	5
102.210.149.105	5
102.218.89.110	5
102.219.126.124	5
103.1.64.34	5
103.4.145.50	5
103.7.41.117	5
103.13.206.100	5
103.13.207.32	5
103.13.207.182	5
103.17.91.226	5
103.20.122.54	5
103.20.223.56	5
103.23.198.86	5
103.25.47.94	5
103.27.36.4	5
103.27.60.83	5
103.30.41.231	5
103.40.14.215	5
103.43.191.43	5
103.48.84.178	5
103.49.62.60	5
103.49.238.236	5
103.49.239.16	5
103.52.114.250	5
103.52.115.25	5
103.55.216.2	5
103.56.30.33	5
103.59.94.19	5
103.61.122.197	5
103.61.123.132	5
103.63.25.153	5
103.67.78.132	5
103.67.78.201	5
103.67.78.217	5
103.67.80.61	5
103.72.147.77	5
103.74.123.88	5
103.76.120.118	5
103.76.120.198	5
103.76.120.225	5
103.78.2.212	5
103.80.82.182	5
103.80.87.39	5
103.80.87.208	5
103.82.27.19	5
103.82.37.34	5
103.86.180.10	5
103.86.198.162	5
103.86.198.253	5
103.89.94.39	5
103.90.227.98	5
103.93.93.211	5
103.98.176.164	5
103.100.69.141	5
103.103.245.61	5
103.115.56.3	5
103.115.252.61	5
103.120.227.88	5
103.124.54.30	5
103.134.154.36	5
103.134.154.55	5
103.134.154.79	5
103.134.154.138	5
103.139.192.221	5
103.143.11.168	5
103.143.238.207	5
103.144.2.208	5
103.145.63.218	5
103.146.23.195	5
103.146.159.14	5
103.147.159.91	5
103.153.110.190	5
103.153.254.168	5
103.154.123.19	5
103.154.158.70	5
103.156.204.2	5
103.158.40.65	5
103.161.170.12	5
103.163.116.84	5
103.164.81.65	5
103.168.135.187	5
103.171.69.103	5
103.171.85.115	5
103.171.85.124	5
103.172.20.218	5
103.172.204.83	5
103.172.204.219	5
103.172.205.103	5
103.172.205.208	5
103.172.236.15	5
103.173.154.45	5
103.174.34.49	5
103.174.115.196	5
103.175.16.158	5
103.175.206.22	5
103.175.207.96	5
103.175.225.238	5
103.176.78.213	5
103.176.79.117	5
103.179.56.44	5
103.183.62.0	5
103.183.62.2	5
103.183.62.3	5
103.183.74.4	5
103.183.74.187	5
103.183.74.214	5
103.183.75.228	5
103.186.0.182	5
103.186.1.59	5
103.186.1.197	5
103.187.147.128	5
103.187.147.214	5
103.189.208.13	5
103.189.234.82	5
103.191.14.210	5
103.191.92.65	5
103.192.38.245	5
103.193.176.131	5
103.193.178.214	5
103.194.243.196	5
103.199.19.57	5
103.199.203.67	5
103.200.25.79	5
103.205.241.245	5
103.210.21.58	5
103.210.21.178	5
103.210.21.242	5
103.210.22.17	5
103.210.22.74	5
103.211.217.182	5
103.213.238.91	5
103.215.80.173	5
103.217.144.113	5
103.217.144.161	5
103.218.242.31	5
103.226.138.52	5
103.228.36.205	5
103.228.37.49	5
103.233.254.60	5
103.241.43.193	5
103.243.26.174	5
103.249.84.18	5
103.250.10.42	5
103.250.11.156	5
103.250.11.207	5
104.28.233.73	5
104.199.176.250	5
104.208.108.166	5
104.232.79.58	5
104.236.88.138	5
104.244.74.84	5
104.248.232.41	5
104.252.127.165	5
105.27.148.94	5
106.12.6.79	5
106.12.18.199	5
106.12.29.184	5
106.12.69.68	5
106.12.138.190	5
106.12.173.59	5
106.12.240.38	5
106.12.241.195	5
106.13.37.197	5
106.13.56.137	5
106.13.85.199	5
106.13.114.161	5
106.13.121.235	5
106.13.132.22	5
106.13.139.165	5
106.13.142.171	5
106.13.165.101	5
106.13.174.45	5
106.13.181.42	5
106.13.182.13	5
106.37.72.234	5
106.38.195.164	5
106.51.92.114	5
106.58.173.254	5
106.74.5.114	5
106.75.29.139	5
106.75.88.44	5
106.75.162.123	5
106.75.213.41	5
106.75.214.209	5
106.75.222.164	5
106.75.239.166	5
106.80.183.48	5
106.119.165.171	5
106.124.137.21	5
106.225.192.15	5
106.246.89.70	5
106.251.244.178	5
107.150.103.210	5
107.150.110.167	5
107.150.117.121	5
107.150.119.24	5
107.155.48.46	5
107.172.235.119	5
107.172.235.125	5
107.180.88.176	5
109.73.201.40	5
109.105.209.2	5
109.105.209.4	5
109.105.209.12	5
109.105.209.15	5
109.105.209.19	5
109.105.210.54	5
109.105.210.57	5
109.105.210.74	5
109.105.210.75	5
109.105.210.79	5
109.123.252.176	5
109.195.166.62	5
109.205.56.11	5
110.14.190.217	5
110.25.114.8	5
110.35.80.116	5
110.41.52.57	5
110.41.79.118	5
110.43.37.72	5
110.166.66.102	5
110.166.87.119	5
110.185.106.161	5
110.227.215.90	5
111.19.212.140	5
111.26.6.111	5
111.30.42.43	5
111.32.153.180	5
111.42.183.124	5
111.47.243.219	5
111.52.249.29	5
111.53.147.80	5
111.171.125.94	5
111.228.36.44	5
111.229.67.242	5
112.4.79.138	5
112.78.1.94	5
112.92.167.50	5
112.120.171.95	5
112.184.119.22	5
112.217.188.122	5
112.221.175.214	5
113.11.34.221	5
113.31.103.129	5
113.45.204.17	5
113.108.13.168	5
113.108.63.207	5
113.125.165.132	5
113.141.171.139	5
113.172.100.122	5
113.249.103.89	5
114.34.106.146	5
114.98.230.202	5
114.130.85.36	5
114.216.2.84	5
114.217.34.117	5
114.217.149.27	5
114.220.75.156	5
114.220.176.69	5
114.220.238.30	5
114.220.238.224	5
114.242.24.31	5
115.31.161.150	5
115.85.80.12	5
115.91.48.142	5
115.151.72.122	5
115.151.72.155	5
115.190.12.52	5
115.190.24.136	5
115.190.24.246	5
115.190.37.201	5
115.190.46.94	5
115.190.51.71	5
115.190.64.245	5
115.190.74.101	5
115.190.83.181	5
115.190.85.81	5
115.190.87.35	5
115.190.92.70	5
115.190.132.106	5
115.190.162.240	5
115.190.166.75	5
115.190.233.64	5
115.190.237.119	5
115.190.241.219	5
115.190.245.176	5
115.191.28.64	5
115.191.62.17	5
115.220.0.238	5
116.7.248.50	5
116.59.10.205	5
116.63.205.218	5
116.71.136.125	5
116.110.212.183	5
116.110.212.243	5
116.110.223.172	5
116.111.2.94	5
116.120.97.12	5
116.140.211.29	5
116.176.58.181	5
116.193.190.100	5
116.193.191.46	5
116.230.142.197	5
116.233.39.165	5
117.2.49.125	5
117.2.51.88	5
117.34.125.173	5
117.50.51.119	5
117.50.51.198	5
117.50.70.125	5
117.50.119.17	5
117.57.205.36	5
117.62.22.127	5
117.62.203.160	5
117.72.41.32	5
117.72.202.14	5
117.72.205.36	5
117.80.146.195	5
117.80.226.93	5
117.83.83.235	5
117.164.191.217	5
117.216.143.31	5
117.221.173.84	5
117.242.185.233	5
118.26.36.195	5
118.26.37.217	5
118.26.39.178	5
118.26.39.231	5
118.35.127.66	5
118.45.101.159	5
118.69.65.39	5
118.70.178.158	5
118.99.80.29	5
118.122.147.49	5
118.127.40.41	5
118.139.164.171	5
118.145.66.151	5
118.145.100.92	5
118.145.114.107	5
118.193.33.3	5
118.193.33.42	5
118.193.33.228	5
118.193.34.157	5
118.193.37.79	5
118.193.39.127	5
118.193.40.145	5
118.193.56.246	5
118.193.57.121	5
118.193.57.185	5
118.193.58.125	5
118.193.59.4	5
118.193.59.142	5
118.193.65.175	5
118.194.228.239	5
118.194.234.14	5
118.194.248.4	5
118.194.251.75	5
118.194.251.144	5
118.196.26.161	5
118.196.30.45	5
118.196.54.43	5
118.219.234.233	5
119.3.9.19	5
119.6.108.13	5
119.8.152.163	5
119.12.169.207	5
119.28.64.76	5
119.28.133.29	5
119.45.40.108	5
119.96.157.188	5
119.96.158.238	5
119.96.242.82	5
119.167.206.194	5
119.198.156.144	5
119.203.109.69	5
120.33.126.224	5
120.48.15.138	5
120.48.20.170	5
120.48.26.185	5
120.48.33.21	5
120.48.39.73	5
120.48.42.17	5
120.48.43.176	5
120.48.44.93	5
120.48.52.58	5
120.48.55.25	5
120.48.60.44	5
120.48.76.190	5
120.48.99.236	5
120.48.106.205	5
120.48.109.159	5
120.48.112.118	5
120.48.123.76	5
120.48.130.213	5
120.48.131.211	5
120.48.147.81	5
120.48.153.92	5
120.48.154.88	5
120.48.174.68	5
120.48.175.69	5
120.48.177.193	5
120.48.181.192	5
120.52.12.202	5
120.71.149.30	5
120.92.134.103	5
120.133.60.156	5
120.196.66.80	5
120.240.95.27	5
120.241.79.66	5
121.15.140.235	5
121.133.110.250	5
121.142.87.218	5
121.142.165.111	5
121.178.185.141	5
121.179.93.147	5
121.204.171.142	5
121.204.251.82	5
121.204.251.183	5
121.224.78.164	5
121.227.31.13	5
121.227.152.250	5
121.228.250.70	5
121.229.9.97	5
121.229.9.110	5
121.229.13.210	5
121.229.25.10	5
121.229.27.155	5
121.229.41.12	5
121.229.191.90	5
122.13.25.186	5
122.53.133.167	5
122.114.11.160	5
122.114.12.133	5
122.114.241.136	5
122.118.201.172	5
122.118.208.71	5
122.225.203.106	5
123.48.142.249	5
123.58.200.147	5
123.58.207.81	5
123.58.210.86	5
123.58.213.118	5
123.58.213.127	5
123.58.219.234	5
123.139.116.220	5
123.139.116.244	5
123.156.230.101	5
123.157.223.90	5
123.160.164.62	5
123.187.241.160	5
124.70.97.100	5
124.70.107.30	5
124.70.111.201	5
124.155.125.131	5
124.156.169.223	5
124.225.66.97	5
124.226.216.189	5
124.228.34.69	5
124.251.110.186	5
125.16.27.190	5
125.17.108.32	5
125.19.183.114	5
125.19.206.54	5
125.23.203.114	5
125.31.2.160	5
125.39.93.73	5
125.75.110.72	5
125.77.172.80	5
125.88.225.11	5
125.94.107.91	5
125.122.26.184	5
125.124.42.183	5
125.124.92.11	5
125.124.175.173	5
125.124.178.223	5
125.124.183.254	5
125.132.34.65	5
125.140.145.62	5
125.142.37.91	5
125.167.187.201	5
125.247.116.158	5
128.1.44.162	5
128.1.131.163	5
128.1.132.137	5
128.14.236.30	5
128.185.197.178	5
128.185.214.78	5
128.185.235.110	5
128.201.9.152	5
128.203.201.204	5
128.203.201.208	5
128.203.203.196	5
128.203.204.199	5
129.204.203.60	5
129.212.188.167	5
130.12.180.95	5
130.12.181.85	5
130.12.181.151	5
130.12.181.157	5
130.12.182.185	5
130.131.163.217	5
130.162.132.75	5
130.250.191.199	5
130.250.191.200	5
130.250.191.201	5
131.161.219.137	5
131.161.249.165	5
131.255.240.10	5
132.145.115.202	5
132.145.213.106	5
134.0.106.249	5
134.209.18.188	5
134.209.101.17	5
134.209.108.115	5
134.209.235.25	5
135.119.89.93	5
135.119.89.140	5
135.119.112.121	5
135.222.40.122	5
135.237.125.155	5
